irradiation,price
1235,27.42
1147,27.42
995,26.41
791,27.26
548,29.31
283,28.62
42,26.02
0,26.1
0,18.86
0,6.34
0,3.57
0,8.15
0,16.38
0,15.88
0,14.22
0,13.36
1,14.22
155,17.22
423,25.56
679,16.91
904,23.91
1081,19.44
1200,20.4
1252,17.71
1233,17.71
1145,17.3
993,17.07
788,17.09
544,28.23
279,27.5
40,25.84
0,22.33
0,17.53
0,16.98
0,15.66
0,15.86
0,22.21
0,18.58
0,15.91
0,14.94
1,14.4
152,16.69
421,19.43
677,20.49
902,21.03
1080,21.56
1199,24.68
1250,23.84
1231,21.4
1142,21.36
990,21.3
785,19.23
541,21.63
275,22
37,21.8
0,22.08
0,23.63
0,25.21
0,20.49
0,19.32
0,15.95
0,11.07
0,12.06
0,11.82
1,12.97
149,12.71
418,13.99
675,13.36
900,15.85
1078,16.61
1197,17.8
1248,18.98
1229,19.14
1140,20.49
987,21.04
782,18.98
537,23.18
271,20.73
35,19.89
0,18.99
0,18.64
0,18.68
0,15.34
0,15.47
0,30.08
0,25.79
0,24.24
0,21.83
1,21.92
146,24.14
415,28.19
672,3.52
898,10.61
1076,12.94
1195,18.17
1247,8.75
1227,18.39
1138,19.39
985,25.38
778,29.23
533,29.31
266,33.28
33,19.16
0,18.48
0,11.54
0,3.54
0,3.54
0,3.54
0,10.62
0,12.41
0,12.49
0,9.53
0,7.06
143,6.68
413,12.22
670,6.68
896,11.38
1074,6.68
1193,6.68
1245,6.68
1225,6.68
1135,14.77
982,12.94
775,17.78
529,18.22
262,18.21
31,17.72
0,17.41
0,6.68
0,13.08
0,6.68
0,6.68
0,27.11
0,24.73
0,23.52
0,22.06
0,21.18
140,21.05
410,20.75
668,20.08
894,23.15
1072,27.38
1191,31.15
1243,33.29
1223,36.89
1133,38.99
979,41.42
772,41.48
525,48.86
257,51.3
28,49.61
0,44.59
0,41.81
0,37.88
0,31.17
0,28.45
0,24.89
0,20.12
0,19
0,17.68
0,18.31
137,19.5
407,24.97
666,26.04
892,29.02
1071,31.13
1190,32.96
1241,38.67
1220,40.45
1130,42.62
976,44.9
768,44.91
521,48.49
253,48.3
26,42.41
0,40.58
0,37.71
0,32.87
0,26.96
0,24.54
0,24.88
0,23.6
0,22.13
0,21.63
0,21.64
134,22.71
405,25.03
663,27.47
890,29.51
1069,32.29
1188,33.81
1239,35.94
1218,38.6
1127,40.75
973,44.03
764,46.84
517,50.06
248,50.12
24,42.77
0,39.4
0,38.28
0,35.57
0,30.48
0,27.66
0,27.85
0,22.87
0,21.65
0,21.58
0,21.65
131,22.3
402,24.59
661,27.79
888,30.19
1067,33.19
1186,37.56
1237,41.27
1216,42.53
1125,45.6
969,44.48
761,40.91
513,42.4
243,41.81
22,42.13
0,39.73
0,39.28
0,35.9
0,31.81
0,29.28
0,19.41
0,19.36
0,19.21
0,19.21
0,19.41
128,19.38
399,20.24
658,21.31
886,21.35
1065,21.22
1184,21.54
1234,21.66
1213,21.63
1122,22.6
966,22.91
757,22.73
508,24.47
239,24.18
20,38.4
0,41.78
0,39.43
0,33.28
0,30.58
0,26.22
0,10.67
0,10.22
0,9.99
0,9.93
0,8.55
125,7.11
396,10.77
656,10.93
883,10.9
1063,9.88
1182,11.35
1232,11.48
1211,11.62
1119,11.77
963,12.07
753,12.02
504,12.11
234,11.85
18,11.66
0,11.59
0,11.58
0,8.49
0,7.69
0,7.69
0,19.61
0,16.57
0,15.56
0,15.52
0,15.53
122,18.72
394,20.32
654,20.47
881,22.65
1061,22
1180,22.14
1230,22.17
1208,22.14
1116,22.19
959,22.16
749,22.09
499,22.05
229,22.14
16,21.87
0,22.07
0,21.33
0,20.29
0,16.46
0,16.41
0,20.16
0,19.86
0,19.81
0,19.55
0,19.46
119,18.72
391,19.83
651,20.17
879,20.54
1058,21.26
1177,21.15
1228,21.36
1205,22.05
1113,21.56
956,21.57
745,21.54
495,21.23
224,21.67
15,21.88
0,22.07
0,21.18
0,20.74
0,20.96
0,19.27
0,22.42
0,14.23
0,14.05
0,14.03
0,14.43
116,14.69
388,25.94
649,27.72
877,27.5
1056,44.04
1175,42.75
1225,39.36
1203,24.76
1110,23.47
952,23.22
741,23.12
490,23.45
218,44.77
13,28.36
0,41.2
0,27.67
0,26.86
0,23.46
0,22.98
0,27.87
0,25.62
0,25.31
0,24.41
0,23.53
113,23.46
385,26.94
646,24.28
874,29.2
1054,30.74
1173,32.24
1223,33.94
1200,32.64
1106,30.62
948,29.36
736,29.46
485,32.24
213,40.86
11,47.08
0,44.88
0,39.47
0,33.93
0,29.3
0,26.61
0,31.31
0,26.39
0,22.69
0,22.45
0,22.54
110,28.07
383,34.88
644,34.3
872,35.19
1052,37.35
1171,38.46
1220,37.41
1197,36.63
1103,37.11
944,35.62
732,37.41
480,41.31
208,53.77
10,50.25
0,44.61
0,41.07
0,32.91
0,30.81
0,28.76
0,34.75
0,32.76
0,31.16
0,24.92
0,25.78
108,34.06
380,34.59
641,36.3
870,37.27
1050,38.53
1168,38.4
1217,37.97
1194,37.37
1099,36.99
940,35.38
727,35.78
475,40.57
202,45.76
8,43.74
0,39.24
0,36.22
0,35.13
0,32.77
0,22.72
0,21.64
0,18.8
0,17.65
0,16.3
0,17.51
105,24.25
377,35.55
639,36.46
868,35.93
1047,34.31
1166,35.82
1215,33.75
1191,31.45
1096,31.86
936,32.59
723,31.59
470,44.39
197,58.05
7,52.98
0,46.88
0,37.75
0,34.71
0,33.42
0,18.95
0,17.9
0,17.96
0,17.96
0,17.96
0,17.33
102,23.32
374,42.44
636,52.6
865,44.62
1045,42.54
1163,38.33
1212,31.94
1188,30.9
1092,29.48
932,29.41
718,29.31
465,47.18
191,57.56
6,53.27
0,43.21
0,38.55
0,31.99
0,32.96
0,19.36
0,10.15
0,9.65
0,10.11
0,9.67
0,11.3
99,12.68
371,20.44
634,23.71
863,28.41
1043,28.41
1161,27.86
1209,27.62
1185,23.63
1089,23.51
928,23.04
713,22.15
460,29.02
185,35.33
5,36.01
0,33.74
0,29.6
0,28.18
0,24.89
0,17.71
0,76.72
0,88.54
0,78.89
0,57.12
0,71.86
97,105.68
368,174.06
631,198.44
860,183.85
1040,158.21
1158,179.18
1206,89
1181,87.49
1085,84.03
924,76.9
708,89.94
454,163.59
180,212.51
4,206.13
0,166.78
0,142.9
0,81.39
0,55.52
0,36.67
0,33.25
0,33.9
0,32.02
0,30.34
0,31.07
94,39.13
365,50.98
628,41.34
858,39.97
1038,37.09
1155,36.96
1203,37.19
1178,30.17
1081,29.83
919,28.05
704,27.96
449,31
174,37.88
3,35.45
0,30.7
0,26.79
0,24.48
0,20.92
0,18.88
0,34.99
0,33.36
0,35
0,35.52
0,36.43
91,42.21
362,66.14
626,65.68
855,57.16
1035,49.66
1153,44.81
1200,43.06
1175,39.08
1077,35.21
915,33.57
699,35.37
443,44.6
168,55.96
2,56.22
0,51.19
0,41.67
0,34.28
0,27.54
0,24.55
0,25.62
0,24.53
0,23.78
0,23.42
0,23.63
89,24.11
360,25.83
623,25.67
853,26.72
1032,29.1
1150,29.01
1197,28.52
1171,26.9
1073,25.46
910,24.92
693,24.84
438,26.33
162,30.73
1,31.88
0,29.23
0,27.34
0,26.09
0,24.1
0,22.71
0,19.76
0,17.69
0,16.59
0,16.58
0,17.2
86,19.38
357,24.55
620,25.5
850,27.08
1030,27.14
1147,27.37
1194,27.24
1168,26
1069,25.9
906,25.29
688,24.89
432,27.29
156,33.67
1,35.48
0,32.57
0,29.4
0,26.57
0,23.54
0,22.25
0,10.28
0,9.03
0,8.9
0,9.27
0,10.25
84,11.69
354,22.71
618,22.18
847,26.29
1027,25.96
1144,26.53
1191,25.96
1164,22.19
1065,15.4
901,15.39
683,15.19
426,15.23
150,15.15
0,26.25
0,24.69
0,20.07
0,19.98
0,15.33
0,13.55
0,17.32
0,16.19
0,15.41
0,15.44
0,15.36
81,12.99
351,22.5
615,24.89
845,23.14
1024,21.54
1141,22.44
1188,16.24
1160,15.5
1061,14.44
896,14.4
678,14.43
420,15.27
144,18.63
0,18.75
0,17.04
0,14.63
0,13.01
0,12.6
0,10.53
0,23.91
0,22.5
0,21.73
0,21.62
0,21.09
79,23.13
348,27.15
612,34.74
842,32.48
1022,33.06
1138,32.42
1184,31.51
1156,28.29
1057,28.2
891,26.69
672,26
414,26.79
138,28.9
0,34.39
0,39.72
0,36.14
0,25.68
0,22.39
0,20.78
0,17.94
0,16.59
0,15.76
0,16.71
0,16.85
76,19.73
345,29.13
609,33.05
839,32.36
1019,32.19
1135,31.05
1181,28.97
1153,28.4
1052,28.01
886,24.99
667,22.89
408,25.03
132,26.69
0,29.12
0,35.77
0,33.08
0,26.42
0,21.23
0,19.55
0,16.8
0,15.52
0,15.32
0,15.4
0,15.25
74,17.85
342,26.09
606,33.97
836,34.49
1016,35.5
1132,32.62
1177,27.02
1149,26.25
1048,24.33
881,22.84
661,20.55
402,21.11
125,20.34
0,26.17
0,34.16
0,29.71
0,25.25
0,21.52
0,19.44
0,17.17
0,15.77
0,13.86
0,13.71
0,14.05
72,16.53
338,18.31
603,19.67
834,23.2
1013,23.49
1129,23.31
1174,20.53
1145,17.92
1043,15.44
876,16.04
656,14.91
396,15.32
119,16.71
0,16.67
0,21.25
0,19.32
0,13.75
0,12.82
0,11.94
0,8.48
0,8.92
0,9.52
0,8.75
0,9.26
69,13.02
335,15.43
600,22.18
831,25.39
1010,26.65
1126,27.08
1170,16.58
1141,15.11
1039,15.02
871,14.02
650,7.7
390,7.72
114,7.89
0,7.92
0,7.7
0,7.7
0,7.7
0,3.52
0,11.58
0,19.15
0,16.97
0,16.9
0,16.21
0,17.16
67,19.54
332,24.09
598,29.13
828,30.67
1007,32.96
1122,31.46
1167,30.18
1136,28
1034,26.72
866,25.88
644,25.55
384,26.2
108,27.36
0,27.47
0,28.63
0,30.87
0,28
0,23.2
0,23.01
0,19.41
0,15.92
0,14.2
0,13.48
0,14.35
65,17.03
329,21.58
595,15.63
825,15.61
1004,23.78
1119,22.19
1163,28.46
1132,25.41
1029,22.53
861,23.68
638,25.33
378,25.42
102,18.52
0,18.57
0,15.45
0,17.02
0,15.17
0,12.12
0,10.82
0,16.56
0,16.9
0,15.7
0,15.68
0,17.6
63,5.62
326,7.94
592,26.95
822,27.55
1000,25.31
1116,16.2
1159,15.55
1128,15.51
1024,15.46
855,15.31
633,14.86
371,15.25
97,15.27
0,15.21
0,15.27
0,15.43
0,15.33
0,14.07
0,13.78
0,0
0,0
0,0
0,2.03
0,0
60,1.87
323,0.76
588,0.72
819,1.41
997,1.41
1112,1.41
1155,0.42
1124,0.18
1019,0.03
850,-0.14
627,-0.17
365,-0.3
91,-0.27
0,0
0,0.16
0,-0.06
0,0.18
0,0.49
0,0.8
0,17.72
0,17.44
0,16.32
0,15.32
0,15.21
58,15.21
320,17.29
585,17.46
815,20.86
994,23.58
1108,15.57
1151,15.62
1119,27.73
1014,26.41
844,26.01
621,27.87
359,30.18
86,31.8
0,30.22
0,27.96
0,27.68
0,23.15
0,22.03
0,16.83
0,16.17
0,14.86
0,12.88
0,12.69
0,12.62
56,12.56
316,12.66
582,15.06
812,19.32
991,20.57
1105,21.79
1147,24.08
1115,26.07
1009,26.86
839,27.16
615,31.17
352,32.43
81,32.06
0,32.63
0,29.42
0,28.46
0,23.15
0,17.12
0,16.52
0,13.57
0,15.53
0,15.14
0,15.12
0,15.14
54,15.33
313,16.91
579,22.73
809,26.15
987,28.38
1101,31.17
1143,34.6
1110,38.04
1004,42.16
833,45.45
608,40.68
346,41.52
76,37.63
0,41.84
0,34.56
0,33.9
0,32.74
0,27.23
0,22.03
0,28.37
0,26.57
0,25.38
0,24.76
0,24.65
52,25.71
310,28.02
576,29.64
806,33.35
984,35.67
1097,37.88
1139,40.86
1105,44.41
999,48.9
828,47.44
602,45.72
339,41.16
71,43.4
0,43.09
0,38.76
0,38.66
0,34.78
0,29.99
0,27.87
0,24.89
0,22.45
0,20.86
0,20.73
0,20.53
50,20.45
307,21.34
573,22.69
803,23.84
980,25.95
1093,28.17
1135,31
1101,32.25
994,34.39
822,35.47
596,37.1
332,39.55
67,39.41
0,35.28
0,32.11
0,31.94
0,29.55
0,25.26
0,23.99
0,21.36
0,19.43
0,18.04
0,17.66
0,17.36
48,17.67
303,18.89
569,19.81
799,20.78
977,23.1
1090,23.99
1130,27.16
1096,28.88
989,30.58
816,31.64
590,33.56
326,36.33
62,38.6
0,35.55
0,33.79
0,33.09
0,30.88
0,26.44
0,24.06
0,27.48
0,24.54
0,23.05
0,22.85
0,22.64
46,19.41
300,19.48
566,19.76
796,19.88
973,20.21
1086,20.47
1126,20.79
1091,20.91
983,21.51
810,21.51
584,21.49
319,21.5
58,21.49
0,21.54
0,21.48
0,21.49
0,20.67
0,20.24
0,19.91
0,26.14
0,23.57
0,22.28
0,21.89
0,22.36
44,23.22
297,26.37
563,28.01
792,30.6
969,32.69
1082,35.73
1121,38.44
1086,40.15
978,43.08
804,45.99
577,47.8
313,50.5
53,50.72
0,43.05
0,35.2
0,39.29
0,36.2
0,30.72
0,27.9
0,22.8
0,21.17
0,20.77
0,19.85
0,20.39
42,21.18
293,22.44
559,24.25
789,27.05
966,30.43
1078,31.64
1117,33.6
1081,35.61
972,37.35
798,38.26
571,39.45
306,40.89
49,40.85
0,37.44
0,35.66
0,34.67
0,31.39
0,27.74
0,25.01
0,19.55
0,18.64
0,19.88
0,18.8
0,18.88
40,20.86
290,21.79
556,7.52
785,7.94
962,8.7
1073,9.75
1112,10.26
1076,11.25
967,11.77
792,12.33
565,12.74
299,13.25
45,13.24
0,18.53
0,21.08
0,21.15
0,21.25
0,21.2
0,19.48
0,20.04
0,19.16
0,18.87
0,17.7
0,17.9
39,17.02
286,18.45
552,20
782,22.11
958,23.22
1069,24.17
1108,25.66
1071,26.34
961,27.94
786,28.95
558,31.07
292,32.02
42,32.49
0,28.93
0,27.91
0,28.22
0,25.48
0,23.49
0,20.96
0,30.24
0,28.73
0,26.64
0,24.59
0,25.67
37,28.51
283,30.94
549,33.07
778,35.28
954,39.3
1065,40.64
1103,44
1066,46.84
956,53.78
780,61.63
552,58.48
286,74.85
38,65.89
0,51.48
0,46.74
0,43.52
0,39.24
0,29.99
0,27.9
0,28.51
0,25.93
0,24.62
0,23.41
0,23.36
35,11.24
279,17.61
545,17.33
774,20.81
950,21.44
1061,21.21
1098,21.61
1061,21.7
950,21.65
774,21.6
545,21.53
279,21.62
35,22.84
0,20.89
0,22.34
0,21.73
0,21.52
0,17.02
0,17.33
0,15.4
0,13.46
0,13.24
0,13.13
0,13.08
33,11.84
276,15.01
542,17.08
770,19.6
946,19.72
1056,19.78
1094,19.93
1055,19.9
944,20.07
768,19.83
539,19.86
272,20.06
31,20.36
0,20.48
0,20.68
0,20.54
0,17.33
0,12.87
0,11.84
0,13.07
0,14.43
0,12.87
0,11.59
0,11.13
32,11.14
272,11.84
538,11.84
767,12.87
942,12.87
1052,14.95
1089,14.95
1050,14.95
939,12.87
762,12.13
532,14.95
265,12.87
28,17.64
0,20.92
0,21
0,20.99
0,13.91
0,12.87
0,19.39
0,19.89
0,17.85
0,15.96
0,15.07
0,16.72
30,19.82
269,21.2
534,20.88
763,21.1
938,21.95
1047,22.28
1084,22.31
1045,22.47
933,22.55
756,22.59
526,22.29
259,22.74
25,22.74
0,22.81
0,23.69
0,22.65
0,22.17
0,20.83
0,20.57
0,20.38
0,21.98
0,17.32
0,17.58
0,18.21
28,21.79
265,28.33
531,22
759,28.68
934,34.33
1043,40.82
1079,39.2
1039,41.48
927,40.77
750,45.28
519,46.13
252,50.12
23,51.9
0,48.68
0,48.01
0,39.94
0,29.15
0,24.97
0,22.44
0,17.61
0,22.2
0,22.17
0,22.19
0,22.22
27,22.52
261,23.49
527,26.44
755,23.94
929,25.58
1038,25.57
1074,25.36
1034,23.42
921,23.36
743,23.31
513,25.02
245,25.23
20,25.76
0,26.77
0,26.73
0,25.83
0,23.75
0,23.62
0,16.77
0,16
0,16.97
0,15.77
0,16.48
0,16.94
25,17.43
258,19.75
523,22.43
751,23.48
925,23.83
1034,23.86
1069,23.42
1028,22.9
915,22.45
737,22.56
506,22.39
239,23
18,24.16
0,31.59
0,29.72
0,31.6
0,29.87
0,29.87
0,26.14
0,25.2
0,23.54
0,20.01
0,20.02
0,20.06
24,26.03
254,43.22
519,46.85
747,52.62
921,48.17
1029,42.3
1064,45.73
1023,37.76
909,33.4
731,29.81
499,33.98
232,56.42
16,75.09
0,68.16
0,52.95
0,46.14
0,38.62
0,30.44
0,19.94
0,29.34
0,29.49
0,34.38
0,29.9
0,29.83
22,33.15
250,40.06
515,40.69
743,37.02
916,41.11
1024,44.39
1059,43.13
1017,38.42
903,35.52
724,32.92
493,31.64
225,36.75
13,49.97
0,51.96
0,47.22
0,44.53
0,38.95
0,39.74
0,35.36
0,11.18
0,11.71
0,11.92
0,11.93
0,12.8
21,17.51
246,28
511,31.57
739,30.09
912,31.01
1019,30.89
1053,28.63
1012,27.07
897,27.14
718,27.07
486,28.19
219,33.93
11,43.88
0,40
0,37.16
0,34.53
0,31.84
0,27.67
0,21.44
0,18.26
0,16.73
0,15.87
0,15.45
0,15.83
20,18.56
243,22.82
507,24.51
734,27.8
907,28.43
1014,26.4
1048,25.67
1006,22.72
891,22.94
712,22.6
480,22.41
212,27.37
10,34.36
0,33.52
0,28.1
0,26.58
0,22.88
0,20.54
0,17.14
0,12.91
0,12.75
0,12.44
0,11.79
0,13.04
18,20.62
239,34.45
503,27.45
730,27.28
903,25.04
1009,26.2
1043,24.36
1001,25.27
885,26.4
706,26.91
473,32.54
205,48.9
8,75.68
0,68.86
0,71.49
0,49.29
0,45.16
0,31.91
0,24.7
0,70.32
0,60.23
0,54.34
0,53.18
0,54.87
17,73.07
235,89.72
499,71.72
726,99.42
898,141.44
1005,147.9
1037,93.48
995,89.21
879,58.43
699,59.75
467,82.04
199,110.24
7,175.12
0,157.41
0,135.02
0,121.16
0,95.97
0,62.88
0,56.59
0,14.03
0,11.38
0,11.95
0,13.05
0,12.67
16,14.9
231,14.67
495,14.34
722,12.78
894,8.36
1000,12.81
1032,12.55
989,12.77
873,14.47
693,14.5
460,14.62
192,13.35
5,47.76
0,42.77
0,40.38
0,36.95
0,34.81
0,29.45
0,26.23
0,14.53
0,12.41
0,12.51
0,11.64
0,11.76
14,13.79
227,15.5
491,17.27
717,20.29
889,22.02
995,22.64
1027,23.44
983,21.76
867,20.27
687,20.46
454,23.47
186,28.17
4,39.33
0,40.58
0,35.07
0,32.36
0,29.44
0,25.51
0,23.36
0,25.97
0,24.9
0,22.78
0,23.37
0,23.4
13,27.58
223,36.08
487,37.42
713,36.09
884,36.89
989,37.83
1021,36.99
978,36.6
861,35.27
680,33.17
447,33.02
179,38.65
3,47.69
0,48.43
0,42.56
0,38.24
0,33.96
0,31.46
0,27.02
0,28.18
0,28.6
0,28.85
0,29.33
0,29.68
12,28.71
219,30.15
483,22.2
708,21.55
879,22.67
984,23.3
1016,19.44
972,16.97
855,17.09
674,17.1
441,17.15
173,21.41
2,22.66
0,23.67
0,35.59
0,30.86
0,27.27
0,30.16
0,29.07
0,25.38
0,22.28
0,22.02
0,22.09
0,24.16
11,28.42
215,37.25
478,39.03
704,34.57
875,33.67
979,32.61
1010,30.12
966,27.82
849,27.54
668,25.98
434,25.87
167,28.21
2,35.22
0,37.79
0,33.6
0,31.23
0,27.78
0,24.05
0,22.41
0,18.57
0,15.53
0,14.6
0,14.73
0,14.6
10,17.44
211,16.95
474,13.91
699,15.08
870,15.14
974,15.6
1005,15.15
960,15.08
843,15.46
661,15.2
428,15.37
160,17.82
1,26.04
0,30.24
0,26.86
0,23.42
0,19.72
0,16.26
0,15.64
0,27.76
0,24.51
0,22.97
0,22.75
0,22.68
9,25.93
207,25.18
470,25.39
695,27.06
865,28.5
969,27.8
999,23.97
954,22.82
837,21.03
655,19.04
422,18.06
154,20.67
1,24.76
0,26.83
0,35.68
0,34.11
0,31.26
0,27.12
0,22
0,16.6
0,14.41
0,12.89
0,16.81
0,17.47
8,22.4
203,28.68
465,32.21
690,32.84
860,30.29
964,28.8
994,27.02
949,26.59
831,25.36
649,24.7
415,24.25
148,25.02
0,26.14
0,28.68
0,33.09
0,29.11
0,25.64
0,22.82
0,20.18
0,12.82
0,11.4
0,10.99
0,11
0,10.94
7,10.73
199,28.49
461,31.69
685,14.9
855,14.95
958,15.03
988,14.9
943,15.04
825,15.14
643,15.1
409,12.94
142,12.94
0,14.98
0,14.99
0,14.72
0,32.72
0,25.37
0,21.84
0,19.74
0,35.32
0,32.09
0,32.02
0,32.37
0,32.43
6,36.03
195,37.22
457,41.55
681,44.27
850,45.25
953,41.07
983,38.72
937,36.63
819,30.95
637,30
403,30.61
136,31.49
0,33.88
0,35.96
0,42.15
0,46.18
0,40.27
0,36.64
0,33.3
0,27.56
0,26.14
0,25.03
0,25.67
0,26.8
6,28.66
190,32.5
452,29.3
676,32.44
845,33.49
948,32.44
977,30.03
931,20.68
813,19.09
631,19.07
397,19.07
130,20.67
0,20.71
0,32.61
0,38.63
0,41.39
